"PERGUNTA";"IMAGEM PERGUNTA";"ALTERNATIVAS";"RESPOSTA CORRETA";"IMAGEM RESPOSTA";"CATEGORIA DA PERGUNTA";"SETOR";"RESPONSÁVEL";"DATA_HORA";"ID"
O que significa uma não conformidade?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2023\11\ID 128 - Não conformidade.jpg;"Um problema que não é importante;O atendimento a um requisito especificado;O não atendimento a um requisito especificado através de normas e/ou regulamentações;Uma ocorrência acidental que não requer ação;Um problema que pode ser ignorado pois não tem risco ao paciente.";O não atendimento a um requisito especificado através de normas e/ou regulamentações;-;TREINAMENTO PADRONIZADO;"SEM1_CQ USI;";Larissa Cristofel - u129199;2023-11-25 16:40:50.000;128
Quando um inspetor identifica uma Não Conformidade no início do lote, o que ele pode fazer?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2023\11\ID 128 - Não conformidade.jpg;"Solicitar refugo de todas as peças produzidas até o momento;Abrir um formulário de inspeção;Abrir um formulário de seleção de lote (FORM.GQ.055.017);Continuar a inspeção normalmente;Encerrar o turno imediatamente.";Solicitar refugo de todas as peças produzidas até o momento;-;TREINAMENTO PADRONIZADO;"SEM1_CQ USI;";Larissa Cristofel - u129199;2023-11-18 18:38:55.000;129
O que um inspetor deve fazer se ele evidenciar uma Não Conformidade durante a inspeção de um lote?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2023\11\ID 128 - Não conformidade.jpg;"Continuar a inspeção normalmente;Encerrar o turno imediatamente;Abrir uma Solicitação de Seleção de Lote.;Ignorar a Não Conformidade se o Operador liberar;Solicitar uma liberação condicional ao supervisor de produção";Abrir uma Solicitação de Seleção de Lote.;-;TREINAMENTO PADRONIZADO;"SEM1_CQ USI;";Larissa Cristofel - u129199;2023-11-18 18:41:23.000;130
Qual é o papel dos colaboradores de acordo com a política de qualidade da empresa?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2023\11\ID 129 - Política da qualidade.jpg;"Os colaboradores não têm papel na política de qualidade;Os colaboradores devem apenas seguir os regulamentos aplicáveis;Os colaboradores devem atuar com protagonismo e atitude de dono, engajados em atender os requisitos dos regulamentos e normas aplicáveis;Os colaboradores são responsáveis por estabelecer metas financeiras da empresa;Nenhuma das alternativas";Os colaboradores devem atuar com protagonismo e atitude de dono, engajados em atender os requisitos dos regulamentos e normas aplicáveis;-;TREINAMENTO PADRONIZADO;"SEM1_CQ USI;";Larissa Cristofel - u129199;2023-11-18 18:42:25.000;131
Em relação à distribuição de formulários de acompanhamento de inspeção aos Inspetores?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2023\11\ID 117 - FORM.CQ.055.033.jpg;"Os Inspetores devem compartilhar um único formulário durante o turno;Cada Inspetor deve ter o seu próprio formulário de acompanhamento de inspeção;O Técnico da Qualidade deve manter todos os formulários em seu escritório;Os formulários não são necessários na inspeção;Nenhuma das alternativas";Cada Inspetor deve ter o seu próprio formulário de acompanhamento de inspeção;-;TREINAMENTO PADRONIZADO;"SEM1_CQ USI;";Larissa Cristofel - u129199;2023-11-18 18:43:46.000;132
Quando se trata da frequência de inspeção, identificação de calibradores e quantidade de amostragem, qual é a prática correta?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2023\11\ID 130 - Frequência de inspeção.jpg;"A frequência de inspeção deve ser arredondada para mais, a identificação dos calibradores deve conter um hífen antes do número e a quantidade de amostragem deve ser arredondada para menos.;A frequência de inspeção deve ser arredondada para menos, a identificação dos calibradores deve conter uma barra (/) antes do número e a quantidade de amostragem deve ser arredondada para mais.;A frequência de inspeção deve ser arredondada para menos, a identificação dos calibradores deve conter um asterisco (*) antes do número e a quantidade de amostragem deve ser arredondada para menos.;A frequência de inspeção, identificação dos calibradores e quantidade de amostragem não precisam ser arredondadas;Nenhuma das alternativas";A frequência de inspeção deve ser arredondada para menos, a identificação dos calibradores deve conter uma barra (/) antes do número e a quantidade de amostragem deve ser arredondada para mais.;-;TREINAMENTO PADRONIZADO;"SEM1_CQ USI;";Larissa Cristofel - u129199;2023-11-18 18:46:00.000;133
Como os erros no preenchimento de documentos devem ser corrigidos de acordo com as práticas estabelecidas?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2023\11\ID 131 - Correção de rasuras.jpg;"Os erros devem ser ignorados, pois não é permitido fazer correções em documentos;Os erros podem ser corrigidos com corretivos de papel;Os erros devem ser comunicados ao supervisor, que fará as correções necessárias;Sempre devemos passar a folha à limpo;Os erros devem ser corrigidos imediatamente, seguindo a maneira adequada e padronizada de correção, e isso pode ser realizado pelo colaborador que inseriu o apontamento incorreto ou pelo responsável pela detecção do erro, mas não se deve utilizar corretivos de papel, lápis ou deixar campos em branco. Quando não aplicável, a sigla ""N.A"" deve ser inserida.";"Os erros devem ser corrigidos imediatamente, seguindo a maneira adequada e padronizada de correção, e isso pode ser realizado pelo colaborador que inseriu o apontamento incorreto ou pelo responsável pela detecção do erro, mas não se deve utilizar corretivos de papel, lápis ou deixar campos em branco. Quando não aplicável, a sigla ""N.A"" deve ser inserida.";-;TREINAMENTO PADRONIZADO;"SEM1_CQ USI;";Larissa Cristofel - u129199;2023-11-18 18:47:31.000;134
Qual é o foco da política de qualidade da empresa?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2023\11\ID 129 - Política da qualidade.jpg;"Satisfazer os acionistas;Assegurar a qualidade apenas durante a manufatura de produtos;Liberar o potencial da vida das pessoas e satisfazer clientes, pacientes e parceiros;Aderir estritamente aos regulamentos governamentais;Nenhuma das alternativas";Liberar o potencial da vida das pessoas e satisfazer clientes, pacientes e parceiros;-;TREINAMENTO PADRONIZADO;"SEM1_CQ USI;";Larissa Cristofel - u129199;2023-11-18 18:49:00.000;135
Como a empresa aborda a manutenção da qualidade de acordo com sua política?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2023\11\ID 129 - Política da qualidade.jpg;"Falamos em Qualidade apenas quando está perto de uma auditoria;A Qualidade é mantida durante a criação do desenho do produto;A Qualidade é mantida pela satisfação dos diretores da empresa;A qualidade é mantida através da inovação contínua e do engajamento dos colaboradores em atender regulamentos e normas aplicáveis;A qualidade não é uma preocupação da empresa";A qualidade é mantida através da inovação contínua e do engajamento dos colaboradores em atender regulamentos e normas aplicáveis;-;TREINAMENTO PADRONIZADO;"SEM1_CQ USI;";Larissa Cristofel - u129199;2023-11-18 18:53:45.000;136
Qual é o primeiro passo que o Novo Inspetor deve tomar ao iniciar a Auditoria de Máquinas na Semana 1?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2023\11\ID 118 - Rotina de início de turno.jpg;"Realizar a auditoria de máquinas independentemente, sem a necessidade de supervisão. Quanto antes eu demonstrar que não preciso de ajuda, melhor para minha imagem;Contatar o departamento de manutenção antes de iniciar a auditoria;Iniciar a auditoria de máquinas com o monitoramento e supervisão de seu Instrutor;Aguardar a conclusão do treinamento antes de iniciar a auditoria de máquinas;Iniciar a auditoria de máquinas com o monitoramento e supervisão de seu líder ou do técnico do CQ.";Iniciar a auditoria de máquinas com o monitoramento e supervisão de seu Instrutor;-;TREINAMENTO PADRONIZADO;"SEM1_CQ USI;";Larissa Cristofel - u129199;2023-11-18 18:55:27.000;137
Quais são os diferentes formatos de dados do excel?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2023\12\Formatos de dados no excel.jpg;"Texto/ número/ contabilidade/ moeda e porcentagem;Geral/ número/ moeda/ contábil/ data/ hora/ porcentagem/ fração/ científico/ texto/ especial e personalizado ;Moeda/ contábil e texto;Geral/ moeda/ contábil e fração;Texto/ número/ porcentagem e personalizado";Geral/ número/ moeda/ contábil/ data/ hora/ porcentagem/ fração/ científico/ texto/ especial e personalizado ;-;TREINAMENTO PADRONIZADO;"SEM3_CQ USI;";Edy Junior - u126146;2023-12-06 03:54:57.000;138
Para que serve o pincel de formatação?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2023\12\Pincel formatação.jpg;"O pincel de formatação tem  função de colorir o texto;O pincel de formatação tem a função de aumentar a célula;Permite copiar o formato de uma célula e aplicá-lo em outra, ou intervalo de células;Permite formatar a célula para editar textos;Tem a função de mudar o estilo da fonte";Permite copiar o formato de uma célula e aplicá-lo em outra, ou intervalo de células;-;TREINAMENTO PADRONIZADO;"SEM3_CQ USI;";Edy Junior - u126146;2023-12-06 03:58:29.000;139
O que é formatação condicional?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2023\12\Formatação condicional.jpg;"Formatação condicional é a soma dos resultados;Tem como objetivo mudar o estilo da célula;Formatação condicional é formatar como linha absoluta;Permite formatar uma célula com base no valor dela contido;Formata células com estilo científico de dados";Permite formatar uma célula com base no valor dela contido;-;TREINAMENTO PADRONIZADO;"SEM3_CQ USI;";Edy Junior - u126146;2023-12-07 06:03:42.000;140
O que é uma célula no excel?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2023\12\O que é uma célula no excel.jpg;"Uma célula é o cruzamento de uma coluna com uma linha ;É uma ferramenta para inserir fórmulas de forma eficiente;É uma barra de fórmulas ;Uma célula é a divisão dos intervalos;Célula significa todo o layout da página";Uma célula é o cruzamento de uma coluna com uma linha ;-;TREINAMENTO PADRONIZADO;"SEM3_CQ USI;";Edy Junior - u126146;2023-12-07 06:08:17.000;141
Como adicionar linhas no excel?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2023\12\Como adicionar linhas no excel.jpg;"Clicar em inserir e formatar;Clicar com o botão direito do mouse em uma célula e em seguida clicar na opção inserir;No campo células, clicar em inserir;Acessar o layout da página e ir em formatar linhas";Clicar com o botão direito do mouse em uma célula e em seguida clicar na opção inserir;-;TREINAMENTO PADRONIZADO;"SEM3_CQ USI;";Edy Junior - u126146;2023-12-07 06:23:48.000;142
Como salvar uma planilha do excel em formato de PDF?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2023\12\Como salvar uma planilha do excel em formato de PDF.jpg;"Clicar com o botão direito do mouse no ícone ""disquete"" em seguida salvar PDF;Apertar a tecla CTRL + S;Ir em página inicial e em seguida formatar como PDF;Clicar na guia arquivo em seguida ""salvar como"", selecione o local que deseja salvar como PDF;Clicar na guia arquivo e em seguida salvar ou exportar PDF";"Clicar na guia arquivo em seguida ""salvar como"", selecione o local que deseja salvar como PDF";-;TREINAMENTO PADRONIZADO;"SEM3_CQ USI;";Edy Junior - u126146;2023-12-07 06:42:46.000;143
Qual é a definição de fórmulas no excel?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2023\12\Qual é a definição de fórmulas no excel.jpg;"Fórmulas são uma sequência de valores e referências a células e funções pré-definidas;Fórmulas são as ferramentas usadas para fazer gráficos;Permite mapear uma planilha;Fórmulas serve somente para somar valores em uma planilha;Serve para verificação de erros";Fórmulas são uma sequência de valores e referências a células e funções pré-definidas;-;TREINAMENTO PADRONIZADO;"SEM3_CQ USI;";Edy Junior - u126146;2023-12-07 06:53:27.000;144
Como inserir gréficos no excel?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2023\12\Como inserir gréficos no excel.jpg;"Selecione os dados para o gráfico, clique em inserir gráficos e selecione o gráfico desejado;Clique em inserir e em seguida modelo 3D;Acesse a guia exibir e selecione o modelo;Selecione guia layout, formatação condicional e escolha o gráfico;Clique em inserir SMARTART";Selecione os dados para o gráfico, clique em inserir gráficos e selecione o gráfico desejado;-;TREINAMENTO PADRONIZADO;"SEM3_CQ USI;";Edy Junior - u126146;2023-12-07 07:01:10.000;145
O que é PROC.055? ;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2023\12\O QUE É PROC.055.jpg;"É um documento que estabelece a sistemática das inspeções do controle de qualidade usinagem na fábrica JJGC indústria e comércio de materiais dentários S.A.;É um procedimento que estabelece a sistemática das atividades do controle de qualidade na fábrica JJGC mindústria e comércio de materiais dentários S.A, assegurando que os requisitos especificados para os produtos sejam atendidos;É um documento de controlde da qualidade geral da fábrica JJGC indústria e comércio de materiais dentários S.A;É um procedimento que garante a conformidade de todos os produtos da fábrica JJGC indústria e comércio de materiais dentários S.A;É um procedimento que garante a conformidade de todos os produtos da fábrica JJGC indústria e comércio de materiais dentários S.A";É um procedimento que estabelece a sistemática das atividades do controle de qualidade na fábrica JJGC mindústria e comércio de materiais dentários S.A, assegurando que os requisitos especificados para os produtos sejam atendidos;-;TREINAMENTO PADRONIZADO;"SEM4_CQ USI;";Edy Junior - u126146;2023-12-13 10:42:25.000;146
Qual é o departamento que realiza inspeção de matérias - primas, insumos e produtos processados em terceiros?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2023\12\Qual é o departamento que realiza inspeção de materiais.jpg;"Controlde de Qualidade Recebimento;Controlde de Qualidade ;Garantia da Qualidade ;Controlde de Qualidade Inspeção Final;Controlde de Qualidade Usinagem";Controlde de Qualidade Recebimento;-;TREINAMENTO PADRONIZADO;"SEM4_CQ USI;";Edy Junior - u126146;2023-12-13 10:49:00.000;147
Qual é o departamento que realiza inspeção de Qualidade nos processos produtivos - usinagem / tratamento de superfície/ acabamento/ higienização e clearcorrect?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2023\12\Departamento que realiza inspeção de qualidade.jpg;"Inspeção de qualidade - geral;Controlde de qualidade - usinagem;Controlde de qualidade - inspeção final;Controlde de qualidade - recebimento;Controlde de qualidade";Controlde de qualidade;-;TREINAMENTO PADRONIZADO;"SEM4_CQ USI;";Edy Junior - u126146;2023-12-13 10:55:04.000;148
Qual é o departamento que realiza liberações de produtos acabados para a comercialização?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2023\12\Qual é o departamento que realiza liberações de produtos acabados.jpg;"Controle de qualidade - usinagem;Controle de qualidade - inspeção final;Controle de qualidade - recebimento;Controle de qualidade ;Garantia da qualidade ";Controle de qualidade - inspeção final;-;TREINAMENTO PADRONIZADO;"SEM4_CQ USI;";Edy Junior - u126146;2023-12-13 11:02:42.000;149
Qual é o departamento que realiza inspeções de produtos em processo produtivo?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2023\12\Qual departamento realiza inspeções.jpg;"Inspeção checkpoint;Controle de qualidade - inspeção final;Controle de qualidade ;Controle de qualidade - usinagem;Controle de qualidade - recebimento";Controle de qualidade - usinagem;-;TREINAMENTO PADRONIZADO;"SEM4_CQ USI;";Edy Junior - u126146;2023-12-13 11:10:29.000;150
Qual é o objetivo da PROC.007?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2023\12\Tratativa e monitoramento de ocorrências.JPG;"Estabelecer metodologia para tratativa de documentações da JJGC indústria e comércio de materiais dentários S.A;Estabelecer metodologia para análise crítica dos equipamentos de medição;Estabelecer metodoloogia para tratativa de materiais e processos não conformes;Estabelecer critérios de aceitação de produtos conformes;Estabelecer requisitos de não conformidades";Estabelecer metodoloogia para tratativa de materiais e processos não conformes;-;TREINAMENTO PADRONIZADO;"SEM4_CQ USI;";Edy Junior - u126146;2023-12-14 14:39:00.000;151
O colaborador da produção ao visualizar o produto e ficou com dúvidas se o mesmo está conforme os requisitos. Neste caso como ele deve proceder?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2023\12\O colaborador da produção ao visualizar o produto.JPG;"Refugar as peças que gerou a dúvida para garantir a conformidade do produto;Como ele não tem certeza, o produto pode seguir processo produtivo;As peças devem ser identificadas com etiqueta vermelha como material “REJEITADO”;Enviar as peças para análise;O colaboraddor deve avisar sua liderança e controle de qualidade, as peças devem ser identificadas com etiqueta amarela ""AGUARDANDO LIBERAÇÃO""";"O colaboraddor deve avisar sua liderança e controle de qualidade, as peças devem ser identificadas com etiqueta amarela ""AGUARDANDO LIBERAÇÃO""";-;TREINAMENTO PADRONIZADO;"SEM4_CQ USI;";Edy Junior - u126146;2023-12-13 11:43:43.000;152
O que siginifica liberação condicional?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2023\12\Liberação condicional.JPG;"Avaliação do material não conforme por equipe multidisciplinar em relação ao motivo da não conformidade;Atividade realizada em um material não conformepara que o mesmo atenda os requisitos;Atendimento aos rewuisitos especificados;Produto não conforme;Reavaliação da seleção para a confirmação das quantidades";Avaliação do material não conforme por equipe multidisciplinar em relação ao motivo da não conformidade;-;TREINAMENTO PADRONIZADO;"SEM4_CQ USI;";Edy Junior - u126146;2023-12-14 14:40:14.000;153
Qual a deficição de CAPA?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2023\12\Capa.JPG;"Registro de ocorrência;Avaliação de impacto ao paciente;Produto não conforme;Ação corretiva e ação preventiva;Departamento de conformidade do produto";Ação corretiva e ação preventiva;-;TREINAMENTO PADRONIZADO;"SEM4_CQ USI;";Edy Junior - u126146;2023-12-14 15:03:51.000;154
O que significa retrabalho?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2023\12\Retrabalho proc.007e.JPG;"Descarte de material não conforme;Atividade realizada em um material não conforme para que o mesmo atenda os requisitos especificados;Não conformidade, não atendimento de um requisito ;Ação corretiva;Reavaliação do material";Atividade realizada em um material não conforme para que o mesmo atenda os requisitos especificados;-;TREINAMENTO PADRONIZADO;"SEM4_CQ USI;";Edy Junior - u126146;2023-12-14 16:07:25.000;155
O que significa reinspeção? ;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2023\12\PROC.007.JPG;"Atividade realizada em material conforme;Não atendimento a algum requisito especificado;Reavaliação da seleção para confirmar as quantidades identificadas na seleção;Avaliação de material não conforme pelo TNC;Auditoria em processo produtivo";Reavaliação da seleção para confirmar as quantidades identificadas na seleção;-;TREINAMENTO PADRONIZADO;"SEM4_CQ USI;";Edy Junior - u126146;2023-12-14 18:08:23.000;156
O que significa seleção?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2023\12\PROC.007.JPG;"Registro de ocorrência;Descarte de material;Análise crítica;Avaliação do material para identificar a quantidade de peças não conformes e conformes;Produto não conforme";Avaliação do material para identificar a quantidade de peças não conformes e conformes;-;TREINAMENTO PADRONIZADO;"SEM4_CQ USI;";Edy Junior - u126146;2023-12-14 18:12:09.000;157
O que é solicitação de SRO?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2023\12\RO.JPG;"São não conformidades identificadas pela produção;Peças com defeito identificadas na produção;Tratativa de falha de fornecedor;São as não conformidades identificadas pelos colaboradores da produção e/ou qualidade;Avaliação do material não conforme";São as não conformidades identificadas pelos colaboradores da produção e/ou qualidade;-;TREINAMENTO PADRONIZADO;"SEM4_CQ USI;";Edy Junior - u126146;2023-12-14 18:18:42.000;158
O que siginifica NC?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2023\12\Não conformidade.JPG;"Necessidade de contenção ;Produto conforme o especificado ;Não conformidade, não atendimento a um requisito;Tratamento de superfície;Peças não corretas";Não conformidade, não atendimento a um requisito;-;TREINAMENTO PADRONIZADO;"SEM4_CQ USI;SEM5_CQ USI;";Edy Junior - u126146;2023-12-14 18:23:43.000;159
Quem pode identificar uma não conformidade?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2023\12\Não conformidade.JPG;"Todos os colaboradores podem identificar uma não conformidade;Somente o líder do controle de qualidade;Somente o técnico da usinagem;Somente o líder da usinagem;Somente o técnico do controle da qualidade";Todos os colaboradores podem identificar uma não conformidade;-;TREINAMENTO PADRONIZADO;"SEM4_CQ USI;";Edy Junior - u126146;2023-12-14 18:26:16.000;160
Qual o procedimento a ser feito caso seja identificado um desvio de temperatura e/ou umidade na sala da Metrologia?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\01\Pergunta 163.jpg;"Parar imediatamente os equipamentos de medição;Trocar o equipamento de medição de temperatura;Não é necessário nenhuma ação de mitigação a ser tomada;As peças em medição podem ser liberadas normalmente";Parar imediatamente os equipamentos de medição;-;TREINAMENTO_METRO;"PROVA 01_MTG;";Daniele Mazanek - u107074;2024-01-02 10:32:22.000;161
Quais os principais conceitos que o PROC.124 aborda?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\01\Pergunta 164_LIRS.jpg;"Limpeza de Linha, identificação, Reconciliação e Segregação;Limpeza de Máquina, Identificação, Reconciliação e Separação;Limpeza de Linha, Identificação, Remarcação e Segregação;Limpeza de Linha, Inspeção, Reconciliação e Separação";Limpeza de Linha, identificação, Reconciliação e Segregação;-;TREINAMENTO_METRO;"PROVA 01_MTG;";Daniele Mazanek - u107074;2024-01-02 10:38:00.000;162
Quais os principais instrumentos mais utilizados atualmente nas plantas?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\01\pergunta 165.jpg;"Trena, régua, megômetro;Paquimetro, micrometro, calibrador;Nivel, verificador, balança;Termometro, CMM, relógio apalpador";Paquimetro, micrometro, calibrador;-;TREINAMENTO_METRO;"PROVA 01_MTG;";Daniele Mazanek - u107074;2024-01-02 10:42:22.000;163
Qual o principal conceito de medição de uma CMM (Máquina de Medição por Coordenadas)?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\01\Pergunta 166.jpg;"Apenas realiza medições por imagem;Utiliza principalmente o conceito de medição por apalpação;Utiliza somente o conceito de digitalização";Utiliza principalmente o conceito de medição por apalpação;-;TREINAMENTO_METRO;"PROVA 01_MTG;";Daniele Mazanek - u107074;2024-01-02 10:45:34.000;164
Como a Metrologia registra o resultado das medições realizadas das amostras da produção?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\01\Pergunta 167.jpg;"Não é feito nenhum tipo de registro;Através do formulário FORM.MTR.034.001;Através do sistema SE Suite por chamado;Através do sistema SAP";Através do formulário FORM.MTR.034.001;-;TREINAMENTO_METRO;"PROVA 01_MTG;";Daniele Mazanek - u107074;2024-01-02 10:52:54.000;165
Quais as crenças que impulsionam a cultura do grupo Straumann?;\\straumann.com\public\br03\pcoudir\Controle de Qualidade\01. 4400\07. CQ USI\01. Auditoria de Qualidade\04 - Lucas\001 - Projeto Formulário Avaliação\Fotos da avaliação\_imgs\2024\01\Pergunta 168.jpg;"Conhecimento, atitude de dono, bom senso;Cultura, responsabilidade, agilidade;Atitude de dono, segurança psicológica, paixão por aprender;Rapidez, credibilidade, coragem";Atitude de dono, segurança psicológica, paixão por aprender;-;TREINAMENTO_METRO;"PROVA 01_MTG;";Daniele Mazanek - u107074;2024-01-02 11:01:01.000;166
